Company,Metric,Period,Value
Nvidia,Total Revenue,FQ 2Q24,13507000
Nvidia,Total Revenue,FQ 1Q24,7192000
Nvidia,Total Revenue,FQ 4Q23,6051000
Nvidia,Total Revenue,FQ 3Q23,5931000
Nvidia,Total Revenue,FQ 2Q23,6704000
Nvidia,Total Revenue,FQ 1Q23,8288000
Nvidia,Total Revenue,FQ 4Q22,7643000
Nvidia,Total Revenue,FQ 3Q22,7103000
Nvidia,Total Revenue,FQ 2Q22,6507000
Nvidia,Total Revenue,FQ 1Q22,5661000
Nvidia,Total Revenue,FQ 4Q21,5003000
Nvidia,Total Revenue,FQ 3Q21,4726000
Nvidia,Total Revenue,FQ 2Q21,3866000
Nvidia,Total Revenue,FQ 1Q21,3080000
Nvidia,Total Revenue,FQ 4Q20,3105000
Nvidia,Total Revenue,FQ 3Q20,3014000
Nvidia,Total Revenue,FQ 2Q20,2579000
Nvidia,Total Revenue,FQ 1Q20,2220000
Nvidia,Total Revenue,FQ 4Q19,2205000
Nvidia,Total Revenue,FQ 3Q19,3181000
Nvidia,Total Revenue,FQ 2Q19,3123000
Nvidia,Total Revenue,FQ 1Q19,3207000
Nvidia,Total Revenue,FQ 4Q18,2911000
Nvidia,Total Revenue,FQ 3Q18,2636000
Nvidia,Total Revenue,FQ 2Q18,2230000
Nvidia,Total Revenue,FQ 1Q18,1937000
Nvidia,Total Revenue,FQ 4Q17,2173000
Nvidia,Total Revenue,FQ 3Q17,2004000
Nvidia,Total Revenue,FQ 2Q17,1428000
Nvidia,Total Revenue,FQ 1Q17,1305000
Nvidia,Total Revenue,FQ 4Q16,1401000
Nvidia,Total Revenue,FQ 3Q16,1305000
Nvidia,Total Revenue,FQ 2Q16,1153000
Nvidia,Total Revenue,FQ 1Q16,1151000
Nvidia,Total Revenue,FQ 4Q15,1251000
Nvidia,Total Revenue,FQ 3Q15,1225000
Nvidia,Total Revenue,FQ 2Q15,1103000
Nvidia,Total Revenue,FQ 1Q15,1103000
Nvidia,Total Revenue,FQ 4Q14,1144056
Nvidia,Total Revenue,FQ 3Q14,1053967
Nvidia,Total Revenue,FQ 2Q14,977238
Nvidia,Total Revenue,FQ 1Q14,954739
Nvidia,Total Revenue,FQ 4Q13,1106902
Nvidia,Total Revenue,FQ 3Q13,1204110
Nvidia,Total Revenue,FQ 2Q13,1044270
Nvidia,Total Revenue,FQ 1Q13,924877
Nvidia,Total Revenue,FQ 4Q12,953194
Nvidia,Total Revenue,FQ 3Q12,1066180
Nvidia,Total Revenue,FQ 2Q12,1016517
Nvidia,Total Revenue,FQ 1Q12,962039
Nvidia,Total Revenue,FQ 4Q11,886376
Nvidia,Total Revenue,FQ 3Q11,843912
Nvidia,Total Revenue,FQ 2Q11,811208
Nvidia,Total Revenue,FQ 1Q11,1001813
Nvidia,Total Revenue,FQ 4Q10,982488
Nvidia,Total Revenue,FQ 3Q10,903206
Nvidia,Total Revenue,FQ 2Q10,776520
Nvidia,Total Revenue,FQ 1Q10,664231
Nvidia,Total Revenue,FQ 4Q09,481140
Nvidia,Total Revenue,FQ 3Q09,897655
Nvidia,Total Revenue,FQ 2Q09,892676
Nvidia,Total Revenue,FQ 1Q09,1153388
Nvidia,Total Revenue,FQ 4Q08,1202730
Nvidia,Total Revenue,FQ 3Q08,1115597
Nvidia,Total Revenue,FQ 2Q08,935253
Nvidia,Total Revenue,FQ 1Q08,844280
Nvidia,Total Revenue,FQ 4Q07,878873
Nvidia,Total Revenue,FQ 3Q07,820572
Nvidia,Total Revenue,FQ 2Q07,687519
Nvidia,Total Revenue,FQ 1Q07,681807
Nvidia,Total Revenue,FQ 4Q06,633614
Nvidia,Total Revenue,FQ 3Q06,583415
Nvidia,Total Revenue,FQ 2Q06,574812
Nvidia,Total Revenue,FQ 1Q06,583846
Nvidia,Total Revenue,FQ 4Q05,566476
Nvidia,Total Revenue,FQ 3Q05,515591
Nvidia,Total Revenue,FQ 2Q05,456061
Nvidia,Total Revenue,FQ 1Q05,471905
Nvidia,Total Revenue,FQ 4Q04,472119
Nvidia,Total Revenue,FQ 3Q04,486069
Nvidia,Total Revenue,FQ 2Q04,459774
Nvidia,Total Revenue,FQ 1Q04,404983
Nvidia,Total Revenue,FQ 4Q03,468953
Nvidia,Total Revenue,FQ 3Q03,430304
Nvidia,Total Revenue,FQ 2Q03,427285
Nvidia,Total Revenue,FQ 1Q03,582905
Nvidia,Total Revenue,FQ 4Q02,503688
Nvidia,Total Revenue,FQ 3Q02,364976
Nvidia,Total Revenue,FQ 2Q02,259875
Nvidia,Total Revenue,FQ 1Q02,240932
Nvidia,Total Revenue,FQ 4Q01,218218
Nvidia,Total Revenue,FQ 3Q01,198165
Nvidia,Total Revenue,FQ 2Q01,170398
Nvidia,Total Revenue,FQ 1Q01,148483
Nvidia,Total Revenue,FQ 4Q00,128455
Nvidia,Total Revenue,FQ 3Q00,97000
Nvidia,Total Revenue,FQ 2Q00,78000
Nvidia,Total Revenue,FQ 1Q00,71018
Nvidia,Net Income (Normalized),FQ 4Q25,22066000
Nvidia,Net Income (Normalized),FQ 3Q25,20010000
Nvidia,Net Income (Normalized),FQ 2Q25,16952000
Nvidia,Net Income (Normalized),FQ 1Q25,15238000
Nvidia,Net Income (Normalized),FQ 4Q24,12839000
Nvidia,Net Income (Normalized),FQ 3Q24,10020000
Nvidia,Net Income (Normalized),FQ 2Q24,6740000
Nvidia,Net Income (Normalized),FQ 1Q24,2713000
Nvidia,Net Income (Normalized),FQ 4Q23,2174000
Nvidia,Net Income (Normalized),FQ 3Q23,1456000
Nvidia,Net Income (Normalized),FQ 2Q23,1292000
Nvidia,Net Income (Normalized),FQ 1Q23,3443000
Nvidia,Net Income (Normalized),FQ 4Q22,3350000
Nvidia,Net Income (Normalized),FQ 3Q22,2973000
Nvidia,Net Income (Normalized),FQ 2Q22,2623000
Nvidia,Net Income (Normalized),FQ 1Q22,2313000
Nvidia,Net Income (Normalized),FQ 4Q21,1957000
Nvidia,Net Income (Normalized),FQ 3Q21,1834000
Nvidia,Net Income (Normalized),FQ 2Q21,1366000
Nvidia,Net Income (Normalized),FQ 1Q21,1120000
Nvidia,Net Income (Normalized),FQ 4Q20,1172000
Nvidia,Net Income (Normalized),FQ 3Q20,1103000
Nvidia,Net Income (Normalized),FQ 2Q20,762000
Nvidia,Net Income (Normalized),FQ 1Q20,543000
Nvidia,Net Income (Normalized),FQ 4Q19,496000
Nvidia,Net Income (Normalized),FQ 3Q19,1151000
Nvidia,Net Income (Normalized),FQ 2Q19,1210000
Nvidia,Net Income (Normalized),FQ 1Q19,1285000
Nvidia,Net Income (Normalized),FQ 4Q18,1081000
Nvidia,Net Income (Normalized),FQ 3Q18,833000
Nvidia,Net Income (Normalized),FQ 2Q18,638000
Nvidia,Net Income (Normalized),FQ 1Q18,533000
Nvidia,Net Income (Normalized),FQ 4Q17,704000
Nvidia,Net Income (Normalized),FQ 3Q17,570000
Nvidia,Net Income (Normalized),FQ 2Q17,313000
Nvidia,Net Income (Normalized),FQ 1Q17,263000
Nvidia,Net Income (Normalized),FQ 4Q16,297000
Nvidia,Net Income (Normalized),FQ 3Q16,255000
Nvidia,Net Income (Normalized),FQ 2Q16,190000
Nvidia,Net Income (Normalized),FQ 1Q16,187000
Nvidia,Net Income (Normalized),FQ 4Q15,241000
Nvidia,Net Income (Normalized),FQ 3Q15,220000
Nvidia,Net Income (Normalized),FQ 2Q15,173000
Nvidia,Net Income (Normalized),FQ 1Q15,152884
Nvidia,Net Income (Normalized),FQ 4Q14,187486
Nvidia,Net Income (Normalized),FQ 3Q14,153790
Nvidia,Net Income (Normalized),FQ 2Q14,133330
Nvidia,Net Income (Normalized),FQ 1Q14,113801
Nvidia,Net Income (Normalized),FQ 4Q13,214933
Nvidia,Net Income (Normalized),FQ 3Q13,245462
Nvidia,Net Income (Normalized),FQ 2Q13,170448
Nvidia,Net Income (Normalized),FQ 1Q13,97530
Nvidia,Net Income (Normalized),FQ 4Q12,158136
Nvidia,Net Income (Normalized),FQ 3Q12,217012
Nvidia,Net Income (Normalized),FQ 2Q12,193545
Nvidia,Net Income (Normalized),FQ 1Q12,165713
Nvidia,Net Income (Normalized),FQ 4Q11,142444.4955
Nvidia,Net Income (Normalized),FQ 3Q11,105488.2545
Nvidia,Net Income (Normalized),FQ 2Q11,-120422.2718
Nvidia,Net Income (Normalized),FQ 1Q11,160577.6068
Nvidia,Net Income (Normalized),FQ 4Q10,154222.3777
Nvidia,Net Income (Normalized),FQ 3Q10,130010.5533
Nvidia,Net Income (Normalized),FQ 2Q10,-80352.24648
Nvidia,Net Income (Normalized),FQ 1Q10,-49230.96096
Nvidia,Net Income (Normalized),FQ 4Q09,-129963.4008
Nvidia,Net Income (Normalized),FQ 3Q09,70573.7
Nvidia,Net Income (Normalized),FQ 2Q09,-120929
Nvidia,Net Income (Normalized),FQ 1Q09,176805
Nvidia,Net Income (Normalized),FQ 4Q08,256993
Nvidia,Net Income (Normalized),FQ 3Q08,235661
Nvidia,Net Income (Normalized),FQ 2Q08,172732
Nvidia,Net Income (Normalized),FQ 1Q08,132259
Nvidia,Net Income (Normalized),FQ 4Q07,163506
Nvidia,Net Income (Normalized),FQ 3Q07,106511
Nvidia,Net Income (Normalized),FQ 2Q07,86753
Nvidia,Net Income (Normalized),FQ 1Q07,90676
Nvidia,Net Income (Normalized),FQ 4Q06,97374
Nvidia,Net Income (Normalized),FQ 3Q06,64447
Nvidia,Net Income (Normalized),FQ 2Q06,73833
Nvidia,Net Income (Normalized),FQ 1Q06,64444
Nvidia,Net Income (Normalized),FQ 4Q05,36268
Nvidia,Net Income (Normalized),FQ 3Q05,25879
Nvidia,Net Income (Normalized),FQ 2Q05,5119
Nvidia,Net Income (Normalized),FQ 1Q05,21349
Nvidia,Net Income (Normalized),FQ 4Q04,24166
Nvidia,Net Income (Normalized),FQ 3Q04,6356
Nvidia,Net Income (Normalized),FQ 2Q04,24150
Nvidia,Net Income (Normalized),FQ 1Q04,19747
Nvidia,Net Income (Normalized),FQ 4Q03,50936
Nvidia,Net Income (Normalized),FQ 3Q03,-48636
Nvidia,Net Income (Normalized),FQ 2Q03,5254
Nvidia,Net Income (Normalized),FQ 1Q03,83245
Nvidia,Net Income (Normalized),FQ 4Q02,76516.69809
Nvidia,Net Income (Normalized),FQ 3Q02,41315
Nvidia,Net Income (Normalized),FQ 2Q02,33245.90097
Nvidia,Net Income (Normalized),FQ 1Q02,33350.99942
Nvidia,Net Income (Normalized),FQ 4Q01,29592
Nvidia,Net Income (Normalized),FQ 3Q01,28068
Nvidia,Net Income (Normalized),FQ 2Q01,22522
Nvidia,Net Income (Normalized),FQ 1Q01,18287
Nvidia,Net Income (Normalized),FQ 4Q00,17459
Nvidia,Net Income (Normalized),FQ 3Q00,10600
Nvidia,Net Income (Normalized),FQ 2Q00,6700
Nvidia,Net Income (Normalized),FQ 1Q00,6261
Nvidia,Research and Development Expenses,FQ 4Q25,3714000
Nvidia,Research and Development Expenses,FQ 3Q25,3390000
Nvidia,Research and Development Expenses,FQ 2Q25,3090000
Nvidia,Research and Development Expenses,FQ 1Q25,2720000
Nvidia,Research and Development Expenses,FQ 4Q24,2465000
Nvidia,Research and Development Expenses,FQ 3Q24,2294000
Nvidia,Research and Development Expenses,FQ 2Q24,2040000
Nvidia,Research and Development Expenses,FQ 1Q24,1875000
Nvidia,Research and Development Expenses,FQ 4Q23,1952000
Nvidia,Research and Development Expenses,FQ 3Q23,1945000
Nvidia,Research and Development Expenses,FQ 2Q23,1824000
Nvidia,Research and Development Expenses,FQ 1Q23,1618000
Nvidia,Research and Development Expenses,FQ 4Q22,1466000
Nvidia,Research and Development Expenses,FQ 3Q22,1403000
Nvidia,Research and Development Expenses,FQ 2Q22,1245000
Nvidia,Research and Development Expenses,FQ 1Q22,1153000
Nvidia,Research and Development Expenses,FQ 4Q21,1146000
Nvidia,Research and Development Expenses,FQ 3Q21,1047000
Nvidia,Research and Development Expenses,FQ 2Q21,997000
Nvidia,Research and Development Expenses,FQ 1Q21,735000
Nvidia,Research and Development Expenses,FQ 4Q20,738000
Nvidia,Research and Development Expenses,FQ 3Q20,712000
Nvidia,Research and Development Expenses,FQ 2Q20,704000
Nvidia,Research and Development Expenses,FQ 1Q20,674000
Nvidia,Research and Development Expenses,FQ 4Q19,647000
Nvidia,Research and Development Expenses,FQ 3Q19,605000
Nvidia,Research and Development Expenses,FQ 2Q19,581000
Nvidia,Research and Development Expenses,FQ 1Q19,542000
Nvidia,Research and Development Expenses,FQ 4Q18,507000
Nvidia,Research and Development Expenses,FQ 3Q18,462000
Nvidia,Research and Development Expenses,FQ 2Q18,416000
Nvidia,Research and Development Expenses,FQ 1Q18,411000
Nvidia,Research and Development Expenses,FQ 4Q17,394000
Nvidia,Research and Development Expenses,FQ 3Q17,373000
Nvidia,Research and Development Expenses,FQ 2Q17,350000
Nvidia,Research and Development Expenses,FQ 1Q17,346000
Nvidia,Research and Development Expenses,FQ 4Q16,344000
Nvidia,Research and Development Expenses,FQ 3Q16,329000
Nvidia,Research and Development Expenses,FQ 2Q16,320000
Nvidia,Research and Development Expenses,FQ 1Q16,339000
Nvidia,Research and Development Expenses,FQ 4Q15,349000
Nvidia,Research and Development Expenses,FQ 3Q15,340000
Nvidia,Research and Development Expenses,FQ 2Q15,337000
Nvidia,Research and Development Expenses,FQ 1Q15,334000
Nvidia,Research and Development Expenses,FQ 4Q14,336807
Nvidia,Research and Development Expenses,FQ 3Q14,340294
Nvidia,Research and Development Expenses,FQ 2Q14,331738
Nvidia,Research and Development Expenses,FQ 1Q14,327161
Nvidia,Research and Development Expenses,FQ 4Q13,298007
Nvidia,Research and Development Expenses,FQ 3Q13,284180
Nvidia,Research and Development Expenses,FQ 2Q13,281193
Nvidia,Research and Development Expenses,FQ 1Q13,283902
Nvidia,Research and Development Expenses,FQ 4Q12,266862
Nvidia,Research and Development Expenses,FQ 3Q12,256498
Nvidia,Research and Development Expenses,FQ 2Q12,247721
Nvidia,Research and Development Expenses,FQ 1Q12,231524
Nvidia,Research and Development Expenses,FQ 4Q11,215563
Nvidia,Research and Development Expenses,FQ 3Q11,204527
Nvidia,Research and Development Expenses,FQ 2Q11,210635
Nvidia,Research and Development Expenses,FQ 1Q11,218105
Nvidia,Research and Development Expenses,FQ 4Q10,216251
Nvidia,Research and Development Expenses,FQ 3Q10,197948
Nvidia,Research and Development Expenses,FQ 2Q10,192855
Nvidia,Research and Development Expenses,FQ 1Q10,301797
Nvidia,Research and Development Expenses,FQ 4Q09,211779
Nvidia,Research and Development Expenses,FQ 3Q09,212360
Nvidia,Research and Development Expenses,FQ 2Q09,212910
Nvidia,Research and Development Expenses,FQ 1Q09,218830
Nvidia,Research and Development Expenses,FQ 4Q08,195835
Nvidia,Research and Development Expenses,FQ 3Q08,179529
Nvidia,Research and Development Expenses,FQ 2Q08,157952
Nvidia,Research and Development Expenses,FQ 1Q08,158321
Nvidia,Research and Development Expenses,FQ 4Q07,162276
Nvidia,Research and Development Expenses,FQ 3Q07,140732
Nvidia,Research and Development Expenses,FQ 2Q07,127257
Nvidia,Research and Development Expenses,FQ 1Q07,122404
Nvidia,Research and Development Expenses,FQ 4Q06,93346
Nvidia,Research and Development Expenses,FQ 3Q06,88829
Nvidia,Research and Development Expenses,FQ 2Q06,87113
Nvidia,Research and Development Expenses,FQ 1Q06,85913
Nvidia,Research and Development Expenses,FQ 4Q05,97170
Nvidia,Research and Development Expenses,FQ 3Q05,87880
Nvidia,Research and Development Expenses,FQ 2Q05,85420
Nvidia,Research and Development Expenses,FQ 1Q05,77750
Nvidia,Research and Development Expenses,FQ 4Q04,71990
Nvidia,Research and Development Expenses,FQ 3Q04,73052
Nvidia,Research and Development Expenses,FQ 2Q04,65620
Nvidia,Research and Development Expenses,FQ 1Q04,59310
Nvidia,Research and Development Expenses,FQ 4Q03,57373
Nvidia,Research and Development Expenses,FQ 3Q03,57779
Nvidia,Research and Development Expenses,FQ 2Q03,57229
Nvidia,Research and Development Expenses,FQ 1Q03,52492
Nvidia,Research and Development Expenses,FQ 4Q02,43125
Nvidia,Research and Development Expenses,FQ 3Q02,44308
Nvidia,Research and Development Expenses,FQ 2Q02,33894
Nvidia,Research and Development Expenses,FQ 1Q02,32593
Nvidia,Research and Development Expenses,FQ 4Q01,26053
Nvidia,Research and Development Expenses,FQ 3Q01,22023
Nvidia,Research and Development Expenses,FQ 2Q01,20141
Nvidia,Research and Development Expenses,FQ 1Q01,17830
Nvidia,Research and Development Expenses,FQ 4Q00,14914
Nvidia,Research and Development Expenses,FQ 3Q00,12400
Nvidia,Research and Development Expenses,FQ 2Q00,10800
Nvidia,Research and Development Expenses,FQ 1Q00,8785
Nvidia,Return on Equity (ROE),FQ 4Q25,1.233151609
Nvidia,Return on Equity (ROE),FQ 3Q25,1.26430699
Nvidia,Return on Equity (ROE),FQ 2Q25,1.255857811
Nvidia,Return on Equity (ROE),FQ 1Q25,1.200551278
Nvidia,Return on Equity (ROE),FQ 4Q24,0.989591993
Nvidia,Return on Equity (ROE),FQ 3Q24,0.733633172
Nvidia,Return on Equity (ROE),FQ 2Q24,0.432694725
Nvidia,Return on Equity (ROE),FQ 1Q24,0.202850831
Nvidia,Return on Equity (ROE),FQ 4Q23,0.181647301
Nvidia,Return on Equity (ROE),FQ 3Q23,0.244279505
Nvidia,Return on Equity (ROE),FQ 2Q23,0.317962999
Nvidia,Return on Equity (ROE),FQ 1Q23,0.405440159
Nvidia,Return on Equity (ROE),FQ 4Q22,0.454748937
Nvidia,Return on Equity (ROE),FQ 3Q22,0.427636379
Nvidia,Return on Equity (ROE),FQ 2Q22,0.41121517
Nvidia,Return on Equity (ROE),FQ 1Q22,0.34141308
Nvidia,Return on Equity (ROE),FQ 4Q21,0.303174514
Nvidia,Return on Equity (ROE),FQ 3Q21,0.290884209
Nvidia,Return on Equity (ROE),FQ 2Q21,0.278852008
Nvidia,Return on Equity (ROE),FQ 1Q21,0.293420797
Nvidia,Return on Equity (ROE),FQ 4Q20,0.264772727
Nvidia,Return on Equity (ROE),FQ 3Q20,0.240758123
Nvidia,Return on Equity (ROE),FQ 2Q20,0.287815831
Nvidia,Return on Equity (ROE),FQ 1Q20,0.365398708
Nvidia,Return on Equity (ROE),FQ 4Q19,0.483761682
Nvidia,Return on Equity (ROE),FQ 3Q19,0.589550364
Nvidia,Return on Equity (ROE),FQ 2Q19,0.59243142
Nvidia,Return on Equity (ROE),FQ 1Q19,0.562342101
Nvidia,Return on Equity (ROE),FQ 4Q18,0.480751026
Nvidia,Return on Equity (ROE),FQ 3Q18,0.43699015
Nvidia,Return on Equity (ROE),FQ 2Q18,0.413248527
Nvidia,Return on Equity (ROE),FQ 1Q18,0.379238434
Nvidia,Return on Equity (ROE),FQ 4Q17,0.343774504
Nvidia,Return on Equity (ROE),FQ 3Q17,0.26598064
Nvidia,Return on Equity (ROE),FQ 2Q17,0.211745813
Nvidia,Return on Equity (ROE),FQ 1Q17,0.157285904
Nvidia,Return on Equity (ROE),FQ 4Q16,0.138958041
Nvidia,Return on Equity (ROE),FQ 3Q16,0.137434419
Nvidia,Return on Equity (ROE),FQ 2Q16,0.121605774
Nvidia,Return on Equity (ROE),FQ 1Q16,0.145263147
Nvidia,Return on Equity (ROE),FQ 4Q15,0.146398536
Nvidia,Return on Equity (ROE),FQ 3Q15,0.136091891
Nvidia,Return on Equity (ROE),FQ 2Q15,0.123864729
Nvidia,Return on Equity (ROE),FQ 1Q15,0.11373817
Nvidia,Return on Equity (ROE),FQ 4Q14,0.097337135
Nvidia,Return on Equity (ROE),FQ 3Q14,0.102116445
Nvidia,Return on Equity (ROE),FQ 2Q14,0.121165204
Nvidia,Return on Equity (ROE),FQ 1Q14,0.125448931
Nvidia,Return on Equity (ROE),FQ 4Q13,0.12535696
Nvidia,Return on Equity (ROE),FQ 3Q13,0.116894166
Nvidia,Return on Equity (ROE),FQ 2Q13,0.115276663
Nvidia,Return on Equity (ROE),FQ 1Q13,0.129531093
Nvidia,Return on Equity (ROE),FQ 4Q12,0.157580199
Nvidia,Return on Equity (ROE),FQ 3Q12,0.178199715
Nvidia,Return on Equity (ROE),FQ 2Q12,0.166157807
Nvidia,Return on Equity (ROE),FQ 1Q12,0.081881541
Nvidia,Return on Equity (ROE),FQ 4Q11,0.088298317
Nvidia,Return on Equity (ROE),FQ 3Q11,
Nvidia,Return on Equity (ROE),FQ 2Q11,0.090792534
Nvidia,Return on Equity (ROE),FQ 1Q11,0.108242005
Nvidia,Return on Equity (ROE),FQ 4Q10,-0.028211048
Nvidia,Return on Equity (ROE),FQ 3Q10,-0.14603197
Nvidia,Return on Equity (ROE),FQ 2Q10,-0.16206728
Nvidia,Return on Equity (ROE),FQ 1Q10,-0.161968831
Nvidia,Return on Equity (ROE),FQ 4Q09,-0.01164404
Nvidia,Return on Equity (ROE),FQ 3Q09,0.144272058
Nvidia,Return on Equity (ROE),FQ 2Q09,0.215005101
Nvidia,Return on Equity (ROE),FQ 1Q09,0.345466408
Nvidia,Return on Equity (ROE),FQ 4Q08,0.348045179
Nvidia,Return on Equity (ROE),FQ 3Q08,0.329454256
Nvidia,Return on Equity (ROE),FQ 2Q08,0.291486995
Nvidia,Return on Equity (ROE),FQ 1Q08,0.265438226
Nvidia,Return on Equity (ROE),FQ 4Q07,0.260182886
Nvidia,Return on Equity (ROE),FQ 3Q07,0.240118959
Nvidia,Return on Equity (ROE),FQ 2Q07,0.230187036
Nvidia,Return on Equity (ROE),FQ 1Q07,0.234435705
Nvidia,Return on Equity (ROE),FQ 4Q06,0.230626412
Nvidia,Return on Equity (ROE),FQ 3Q06,0.195434993
Nvidia,Return on Equity (ROE),FQ 2Q06,0.171122284
Nvidia,Return on Equity (ROE),FQ 1Q06,0.115564871
Nvidia,Return on Equity (ROE),FQ 4Q05,0.080279877
Nvidia,Return on Equity (ROE),FQ 3Q05,0.07150022
Nvidia,Return on Equity (ROE),FQ 2Q05,0.05440069
Nvidia,Return on Equity (ROE),FQ 1Q05,0.074477046
Nvidia,Return on Equity (ROE),FQ 4Q04,0.075167108
Nvidia,Return on Equity (ROE),FQ 3Q04,0.105883249
Nvidia,Return on Equity (ROE),FQ 2Q04,0.049650927
Nvidia,Return on Equity (ROE),FQ 1Q04,0.030167004
Nvidia,Return on Equity (ROE),FQ 4Q03,0.104898005
Nvidia,Return on Equity (ROE),FQ 3Q03,0.14465609
Nvidia,Return on Equity (ROE),FQ 2Q03,0.281657398
Nvidia,Return on Equity (ROE),FQ 1Q03,0.361040429
Nvidia,Return on Equity (ROE),FQ 4Q02,0.319077603
Nvidia,Return on Equity (ROE),FQ 3Q02,0.27527095
Nvidia,Return on Equity (ROE),FQ 2Q02,0.298228932
Nvidia,Return on Equity (ROE),FQ 1Q02,0.333764056
Nvidia,Return on Equity (ROE),FQ 4Q01,0.390230003
Nvidia,Return on Equity (ROE),FQ 3Q01,0.452982879
Nvidia,Return on Equity (ROE),FQ 2Q01,0.510890966
Nvidia,Return on Equity (ROE),FQ 1Q01,0.487009947
Nvidia,Return on Equity (ROE),FQ 4Q00,0.45880819
Nvidia,Return on Equity (ROE),FQ 3Q00,
Nvidia,Return on Equity (ROE),FQ 2Q00,
Nvidia,Return on Equity (ROE),FQ 1Q00,
Nvidia,Return on Invested Capital (ROIC),FQ 4Q25,1.027052175
Nvidia,Return on Invested Capital (ROIC),FQ 3Q25,1.021979371
Nvidia,Return on Invested Capital (ROIC),FQ 2Q25,0.98124907
Nvidia,Return on Invested Capital (ROIC),FQ 1Q25,0.895863075
Nvidia,Return on Invested Capital (ROIC),FQ 4Q24,0.704150583
Nvidia,Return on Invested Capital (ROIC),FQ 3Q24,0.495860258
Nvidia,Return on Invested Capital (ROIC),FQ 2Q24,0.282982391
Nvidia,Return on Invested Capital (ROIC),FQ 1Q24,0.132001905
Nvidia,Return on Invested Capital (ROIC),FQ 4Q23,0.12174169
Nvidia,Return on Invested Capital (ROIC),FQ 3Q23,0.166948491
Nvidia,Return on Invested Capital (ROIC),FQ 2Q23,0.217963948
Nvidia,Return on Invested Capital (ROIC),FQ 1Q23,0.280076598
Nvidia,Return on Invested Capital (ROIC),FQ 4Q22,0.313036671
Nvidia,Return on Invested Capital (ROIC),FQ 3Q22,0.29248514
Nvidia,Return on Invested Capital (ROIC),FQ 2Q22,0.280374563
Nvidia,Return on Invested Capital (ROIC),FQ 1Q22,0.236548597
Nvidia,Return on Invested Capital (ROIC),FQ 4Q21,0.212964745
Nvidia,Return on Invested Capital (ROIC),FQ 3Q21,0.206435486
Nvidia,Return on Invested Capital (ROIC),FQ 2Q21,0.20076447
Nvidia,Return on Invested Capital (ROIC),FQ 1Q21,0.216684266
Nvidia,Return on Invested Capital (ROIC),FQ 4Q20,0.205674845
Nvidia,Return on Invested Capital (ROIC),FQ 3Q20,0.187905748
Nvidia,Return on Invested Capital (ROIC),FQ 2Q20,0.226336801
Nvidia,Return on Invested Capital (ROIC),FQ 1Q20,0.289631249
Nvidia,Return on Invested Capital (ROIC),FQ 4Q19,0.386901988
Nvidia,Return on Invested Capital (ROIC),FQ 3Q19,0.467030673
Nvidia,Return on Invested Capital (ROIC),FQ 2Q19,0.459820912
Nvidia,Return on Invested Capital (ROIC),FQ 1Q19,0.428508102
Nvidia,Return on Invested Capital (ROIC),FQ 4Q18,0.354967766
Nvidia,Return on Invested Capital (ROIC),FQ 3Q18,0.309488421
Nvidia,Return on Invested Capital (ROIC),FQ 2Q18,0.291161013
Nvidia,Return on Invested Capital (ROIC),FQ 1Q18,0.265967251
Nvidia,Return on Invested Capital (ROIC),FQ 4Q17,0.241083032
Nvidia,Return on Invested Capital (ROIC),FQ 3Q17,0.191436582
Nvidia,Return on Invested Capital (ROIC),FQ 2Q17,0.158896361
Nvidia,Return on Invested Capital (ROIC),FQ 1Q17,0.119125701
Nvidia,Return on Invested Capital (ROIC),FQ 4Q16,0.106135376
Nvidia,Return on Invested Capital (ROIC),FQ 3Q16,0.1054334
Nvidia,Return on Invested Capital (ROIC),FQ 2Q16,0.093426025
Nvidia,Return on Invested Capital (ROIC),FQ 1Q16,0.112082297
Nvidia,Return on Invested Capital (ROIC),FQ 4Q15,0.113414513
Nvidia,Return on Invested Capital (ROIC),FQ 3Q15,0.110992788
Nvidia,Return on Invested Capital (ROIC),FQ 2Q15,0.105354443
Nvidia,Return on Invested Capital (ROIC),FQ 1Q15,0.101221451
Nvidia,Return on Invested Capital (ROIC),FQ 4Q14,0.090230014
Nvidia,Return on Invested Capital (ROIC),FQ 3Q14,0.099423071
Nvidia,Return on Invested Capital (ROIC),FQ 2Q14,0.118148525
Nvidia,Return on Invested Capital (ROIC),FQ 1Q14,0.122016401
Nvidia,Return on Invested Capital (ROIC),FQ 4Q13,0.12166164
Nvidia,Return on Invested Capital (ROIC),FQ 3Q13,0.113167897
Nvidia,Return on Invested Capital (ROIC),FQ 2Q13,0.111355017
Nvidia,Return on Invested Capital (ROIC),FQ 1Q13,0.125291694
Nvidia,Return on Invested Capital (ROIC),FQ 4Q12,0.152834814
Nvidia,Return on Invested Capital (ROIC),FQ 3Q12,0.173099573
Nvidia,Return on Invested Capital (ROIC),FQ 2Q12,0.160721089
Nvidia,Return on Invested Capital (ROIC),FQ 1Q12,0.076658362
Nvidia,Return on Invested Capital (ROIC),FQ 4Q11,0.082426501
Nvidia,Return on Invested Capital (ROIC),FQ 3Q11,
Nvidia,Return on Invested Capital (ROIC),FQ 2Q11,0.085405688
Nvidia,Return on Invested Capital (ROIC),FQ 1Q11,0.100149617
Nvidia,Return on Invested Capital (ROIC),FQ 4Q10,-0.034636888
Nvidia,Return on Invested Capital (ROIC),FQ 3Q10,-0.144802418
